,Unnamed: 0,tweet,target
2914,2914,@Greenarmy46 Thank you! Glad you're enjoying them 😃,0
1951,1951,@AmyAndrewsFOX2 Good morning Amy #smiles  😀 It's good to be a @Lions fan. ☕☀👚👠😎😘,0
207,207,@PrisonPlanet @DonaldJTrumpJr I read they pissed in Trump's bed 😀,0
3102,3102,For those who struggle w/ they need those of us who are . And when the hopeful struggle we need to find our way back...,0
502,502,@billjoehughes Sounds delightful 😅,0
3083,3083,We'd be perfect together but Im to shy and you wont reach out so i guess we'll never know what could of been.,0
166,166,The  is no joke as I have suffered from   myself at this time of year I implore you to look after yourself & loved ones,0
2319,2319,Coming up on snap chat so add me asap MATEO_BKNY #snapchat,0
2045,2045,"Working at my kitchen table, with the 3D whirring next to me. Me working on some Facebook-stuff, the printer on a stimpack.  #bliss",0
1728,1728,Reject . Turn off your tv's or media emitting PsyOps sentiment analysis algorithms of hopelessness. Choose ! ???‡??‘�??�¼??’¯??‘¼??�¼â€¦,0
823,823,"So after a 10 month hiatus, I watch a movie in a multiplex and it's Ugly! Maybe I was better off not watching any. ",0
762,762,A  () happens when a person has at least two weeks of  mood.,0
1,1,I get to spend New Year's home again alone and lonely. ???• ,1
2,2,"Depressed and lonely /: Stuck in a deep, never ending hole :(  ",1
6,6,Learning to pretend to have a good time had become a natural skill. I hope one day it is genuine,1
9,9,So far he stop texting me…after I said something…so hopefully he doesn't show up at my house…,1
11,11,*sigh* ???? I haven't cried so much…I'm in so much pain…,1
18,18,Thank god the last presentation is over! âœŒ tomorrow is our last day at uni this year. We really need a few days off.  ,1
20,20,"No, I'm not 'depressed because of the weather,' I'm depressed because I have #depression #sicknotweak",1
23,23,Very sad day in Edmonton!  Praying for all who lost their lives.  ,1
26,26,Losing my uncle after the wedding its just....I dunno ,1
28,28,Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.,1
33,33," is dangerous. Itâ€™s addicting. Once you see how peaceful it is, you donâ€™t wanna deal with  ",1
36,36,  How come I see no value in my own life...?  It feels like I was born this way; seeing no self values.,1
40,40,"Sometimes I want to apology just to make things better.  I have nothing to apologize, very opposite of that, I deserve an apology.  But my heart smells of loneliness and desperation...  ",1
42,42,Been kicked to the kerb by a big company yet again in my quest 4 a decent job,1
54,54,I've come to the realization that my phone isn't going to make it through the day. ,1
56,56,Absolutly shocking service from @bookingcom especially when owed £327 Expected better from a comp Ive dealt with 4 yrs #unhappy #badservice,1
64,64,I'm so ready to take off my sneakers. They hurting me 😭,1
67,67,"This journey to become a YouTuber isn't easy for me. I walk with a purpose to fix me. To record it, edit it, then post it for all to see ain't easy. I do it for the one person that needed the message not the haters.  ",1
69,69,I just don't want to participate anymore.,1
77,77,The incredible Dr. David Feifel and I. Wouldn't be alive if it wasn't for this man! Such an amazing person!    pic.twitter.com/UW3p1yD9EZ,1
85,85,Honestly can’t trust anyone at this point. ????,1
86,86,"?????????? 10 ???????? ??????????, ???????? ??????, ??????! how can I understand that shit??? why is that so fast? ????  ",1
92,92,I am not even a nobody to anyone,1
99,99,Can I just stay in bed and do nothing? I'm not feeling life today...,1
106,106,"Yet another sleepless night. I record 'comfort' stuff. Will be watching the *Hairy Bikers* and *A Place in the Sun* until the wee, small hours. With my little dog ?  ",1
117,117,That moment when you get blindsided by something you wasn't expecting & now in a state of total disappointment & heartache....,1
118,118,when can I really respect and love myself more than anybody else?,1
124,124,Crying once again…I have something repeating in my head over and over…I'm crying…,1
130,130,Done absolute fuck all the last 2days ,1
134,134,"it sucks when you fall hard for someone, and then they just leave you like it was nothing. ",1
143,143,Sometimes love is so painful it eats you up until your nothing   ,1
144,144,And I can’t do anything about it ????   pic.twitter.com/xviBD0HpaE,1
147,147,"Riding the metro into , the feeling of  is palpable this morning.",1
148,148,Just want to stay in bed all day... ,1
151,151,When you feel like shit and have no one to vent too   ,1
156,156,Starting to feel really anxious and sad and empty. ,1
159,159,"And now that Im having the other way around, i feel so upset and sad",1
167,167,Why it's simple to just stop texting,1
168,168,Have to work everyday for the rest of the year ,1
169,169,"I've been in a funk all day, just feeling a little down  ",1
171,171,It's weird that I get 300x more depressed over Christmas break every year.  ,1
177,177,"Anyway, I walk around the house, and I try not to look at things, try not to think of her. But that's all I can do. All I do is feel this deep pain, this deep longing. I see her again. I remember when I was in Germany, and she left. ",1
179,179,I'm gonna see you one last time,1
180,180,Going through  are like going through .,1
184,184,"Well, goodbye gents, my life is over...  ",1
185,185,"So sick of having the same new year resolution.. To get hitch, get love and be happy..maybe  will be just staying alive..",1
188,188,When your scares get re opened an its like pooring salt in them. I hate this feeling. All the pain im in again ,1
190,190,Going to have to say goodbye to our beloved pup in the upcoming weeks. ,1
191,191,"Here it is, 1:20am, and I'm wide awake. I thought  was supposed to know my ass out? Instead my mind is racing.  ",1
198,198,That moment when your depression kicks in even more....,1
200,200,"She would have some understanding. But noone, noone is there. People have their own lives and their own busy schedules. I have nothing but time. Time to think about what I used to have and what I no longer do have. I think, if I could only be with her again. ",1
204,204,A boo would be nice but nobody loves me ????,1
206,206,"It used to be talking about nothing for hours, now it's just not talking. Really, what happened??  ",1
210,210,I just want to watch One Punch Man and not get out of bed.,1
221,221,I can tell by the end of the night I'm gonna cut my arm  ,1
229,229,I want this to be a good day but this monster keeps pushing me down ,1
234,234,Forgot my cheese cake at work ,1
236,236,ha 🙃 ha 🙃 i just realised that i've never actually been to therapy and i still don't know if i'm depressed or just sad all the time,1
238,238,i feel like i'm a prisoner of my own life.. like as if my life was a jail and i'm doing a lifetime sentence ,1
248,248,It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,1
249,249,Being lost in my own mind   ,1
251,251,Ke na le problem le  guys... there are way too many of us in the world to have some people find themselves lonely and alone.,1
253,253,"If there's one thing I hate, its being ignored. And everybody seems to be doing just that. Ugh.   ",1
254,254,It's funny at night I hate sleeping but sleeping helps I just feel so dead now is there an explanation to this feeling?,1
256,256,i'd kill myself if it was that easy,1
261,261,My best friend died 10 years ago on this day in a car crash. Y after 10 years is it still killing me. Literally torn up Need HELP ,1
264,264,being all sweet and nice to a guy then realizing how he never really deserved any of it ??‘�??�½ story of my life ,1
269,269,I'm so upset 😭,1
271,271,jfc ANOTHER bad morning  I dont even have anything to be depressed about  oh hang on … leaving me to fester under the poverty line for 10 years,1
278,278,"41 year old woman wth chronic pain,  and  ""I've noticed that I'm not breaking down crying everyday, my mood seems to be more positive and the intense, intrusive thoughts aren't as strong. It's only been 6 micro doses but I feel like I'm seeing some improvement.""  pic.twitter.com/CFTdb6q2ka",1
286,286,I hate it I hate it I hate it I hate it I HATE IT LIFE I HATE   ,1
290,290,: this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck,1
292,292,"   I do not know anymore who I am in life because of my parents . I don’t know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing.",1
294,294,"When bad dreams come true, got me feeling like Crapulet ",1
295,295,"Suffering from serious depression ????  Sucks my plans, times everything ????   ",1
306,306,"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am?????????? ",1
309,309,And literally 30 or more things that was the reason to live and how to not be  but wasn't really AT ALL. A++ for intent tho.,1
311,311,A lot of people but they don't know me well.,1
313,313,"So, apart from one 10 minute medical appointment, I haven't seen or spoken to another person since Sunday.   ",1
315,315,"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. ",1
316,316,I went to church with my mom and a huge chunk of the sermon was basically “if you’re  it’s because your faith is weak” and ... this is why I don’t go to church or tell my mom I’m on antidepressants ???????,1
318,318,Let me just sit here and wallow in self pity ,1
322,322,"Feeling okish one minute then ?? for no reason what's so ever. Psychiatrist was right chronic depression gives no warnings, mood just dips when it feels like it.  Top it off anxiety is at a high too.  ",1
324,324,I’m watching my show and its still not keeping my  depression and anxiety at bay. This stress is crushing me :(,1
325,325,I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.,1
326,326,yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  ,1
327,327,Tripped hard today! This is promising!   ,1
328,328,Dear Life: Please be gently to me.,1
329,329,How would you feel if your parents were to argue each and every single day?  ,1
330,330,So just been looking at profiles of my other half's family accounts on Twitter and i'm extremely depressed that my life is full of ChronicPain. I'm not living a normal fulfilled life like they are. Why is it taking over my existence..?,1
333,333,"People: ""Just exercise, you'll feel better."" Full depressed me: ""k"" *bikes 20 miles* *showers* *curls into a ball and weeps* ",1
337,337,"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢",1
342,342,"They say life's short, but I'm bored already.   ",1
344,344,Only the insecure withhold praise of another's achievements     ,1
354,354,hate seeing a shit photo of yourself and you think 'is that what i really look like'???«  ,1
357,357,Super depressed for no reason! Yaayyy. Screw my life lol   ,1
358,358,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said ",1
359,359,I've literally been in the bed all day. ,1
360,360,"Felt good that I was at least able to get my laundry started, but haven't done anything past that. Though I've at least fed myself today. :/  ",1
361,361,That feeling when everyone is just giving up on you but you're still fighting for them...argh  ,1
362,362,"Guys, I have nothing to live for. I am tired of living here. Even my friends couldn't cheer me up.   ",1
364,364,"The worst thing about  is that it teases you thinking you are getting better, but then it drops you back to the bottom harder every time.  I wish I could just be happy....  pic.twitter.com/zRf2H1L13H",1
369,369,"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  ",1
370,370,I had everything and I have nothing.,1
371,371,I'm having trouble catching my breath.,1
372,372,It creeps up on you    ,1
379,379,Hello darkness my old friend  I've come to talk with you again...,1
385,385,I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,1
390,390,Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,1
404,404,Really just want someone to talk to late at night. Someone who understands ,1
408,408,Weighing myself after the holidays was a terrible idea,1
409,409,No more scioly for the rest of the year,1
415,415,"And I walk around the house and sometimes I think just momentarily that she'll be back to take care of this or that. And I realize she'll never be back. She didn't go away on a trip. She didn't go away on vacation, she's not at work. She didn't go to the store. ",1
419,419,"I made this account so that I wouldn't be judged by the people I know. Cause if I don't like me, why would anyone else? ",1
423,423,Honestly I wouldn't I get why im the last choice for everything ??   ,1
426,426,"This time of the year is USUALLY full of excitement, not for me ",1
429,429,"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? ",1
432,432,Her: You?!? Depressed?!? But you are ALWAYS SMILING!!  Me: Right. I've learned not to go out in public . It isn't safe out here.,1
435,435,Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,1
436,436,I'm cramping so fucking bad but bb boy isn't here to rub my tummy. ???¢ ,1
438,438,I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  ,1
441,441,Really thinking about killing myself now   ,1
442,442,I'm feeling a little down.. Time for bed.   ,1
445,445,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho ",1
446,446,"I feel like it again, it's been so long since I've been life this. I want to but I don't.  ",1
447,447,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?,1
457,457,I have to pick up all the pieces of my heart & dignity! All over again .. by myself .. that's so pathetic & humiliating .. ??’”??¤§ ,1
467,467,Need to get out of this godforsaken place  ,1
469,469, you're broken into thousands of tiny pieces and will never be put back together again.  ,1
472,472,Why don't people listen?,1
479,479,My sister is having an emotional breakdown about aging and death. Something she didn't take me seriously about a few months ago ,1
481,481,Why is my life so cruel?????,1
484,484,Well after inviting everyone... No one is coming.... ,1
493,493,My mom said she was going to take me to the hospital so I started freaking out. Threw up on the living room floor.  Not much the hospital can do for me so what’s the point of going?,1
503,503,Today I ate 1 month old rancid meat because I forgot what month it was.   .,1
506,506,"My Anxiety Disorder, PTSD, Depression   are real and today I am battling. My happiness is fading and my brain is messing with me so badly, I’ve been trying hard not to cry, trying hard just to stay positive but I am struggling.",1
510,510,I feel like he lost interest in me he doesn't text me back…crying sucks…when he saw your story on snapchat…,1
512,512,I've just ate 5 bags of sweets. WHAT IS LIFE,1
520,520,I feel like I don’t have a purpose in life.,1
530,530,I feel so fucking alone tonight I just don't even care about living right now.,1
536,536,Little things that affect you massively.  ,1
546,546,"tbh, I'm NOT that Excited to celebrate Christmas because of my disappointments -__-  ",1
553,553,"As the days draw near to the end, I feel as though I'm suffocating and losing a piece of me. It never should've come to this... ",1
554,554,I guess I'm just not the kind of person you wanna hang out with...  ,1
567,567,No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more,1
573,573,Silence might be suffocating and unbearable but you can't deny its comfort when you need it the most.,1
583,583,"I'm sinking so fast, I don't even know where to start to save myself.  ",1
584,584,Apparently a mosquito bit the inside of my thigh and all I can think of is how that’s the most action I’ve had in months.,1
586,586,"Just a thought, have I become afraid of things, safety in routine, what I know? ?  ",1
589,589,I hate my life…it never going get better…depression is hell…I feel no one understand me…I only understand myself…,1
593,593,everything is coming back to me all of a sudden. This ... is not a good feeling at all   ,1
596,596,"I know I sound like ,  hot mess. But I just don't know I am related to such mean .",1
597,597,Wish I had took holidays instead of being at work ,1
598,598,surrounded by winter and constantly aware of it (,1
607,607,"i'm just a lil boat in the middle of the ocean: lost, alone, & always getting battered by forces beyond my control  ",1
610,610,A lot of  and  people out there looking for  but can't find it...,1
611,611,Ever feel like just not eating...or drinking anything?,1
617,617,"Sigh ???” another year coming to a close. For the first time in a while, I want to be alone.  (1/2)",1
618,618,"It hurts to know I'm practically invisible to you now, that I'm more of a bother to you then anything else.  ",1
627,627,"Its been 14 years of journey, I never expect you'll go from this earth today pet's! â€” feeling depressed",1
628,628,I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  ,1
629,629,thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year   ???¢??????’”???‰,1
633,633,.  I really don't want to interact with anyone in person  today.,1
637,637,This night was supposed to be fun but its really not...,1
638,638,"I was not, am nott and will not be enough ",1
639,639,is my least favorite thing about life....  pic.twitter.com/JZoErLIrgZ,1
645,645,My kids really spending Christmas without me lmao I'm liable to hop on a flight ,1
646,646,Often I go to bed as soon after dinner as seems adult (I mean I try to wait for dark) in order to push away from the massive pain in sleep’s frail wicker coracle.,1
650,650,Not looking forward to New Years Eve. Going to be alone. Makes me depressed just thinking about it.   ,1
652,652,"physical wounds heal, people forget what happened to you, how hard you have to fight the demons inside every day. I wish people could see how hard every day is for  have 1/6 of my brain missing, some days are bad...   pic.twitter.com/6d8IwVHsfG",1
654,654,I could prolly ball my eyes out right now...  ,1
661,661,Don't know why I feel so  today. :/,1
667,667,No job. No car. No money. No worth. .... ..... ....... That’s kinda where I am @ right now.,1
669,669,"No matter how hard I try, I cannot force her memories from my mind. As much I loved and love her, I don't want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me, she would spend time with me. ",1
672,672,I'm  the same way the Jews were depressed right before they LEFT  !!!,1
676,676,2AM where do i begin? crying off my face again.,1
678,678,Just hoping that 2015 will be better. That would be great.   ,1
688,688,oh crap...I lost $100 on poker games yesterday :(,1
690,690,"It's turning into a feel like crying night but can't, mmm.  times",1
692,692,"Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",1
696,696,Anyone want to talk? I'm feeling depressed,1
698,698,"I give u all u want &when I say Omg look! I always get late reactions, or you just straight up miss it.   pic.twitter.com/MXifaMocGY",1
707,707,No haircut today ???«    Work in a bit  smh,1
709,709,Can't believe I'm missing my favourite night ??’” ,1
714,714,You don't understand  until you can't stand your own presence in an empty room.,1
716,716,Working New Years Eve ????????,1
721,721,"I almost rear-ended someone stupidly bad earlier because my brain, and body are so exhausted, mentally and physically. My anxiety has been so bad today. Its been a struggle..   ",1
724,724,I honestly don't even wanna go to work.  ,1
726,726,Depression and man flu good end to the year,1
728,728,i miss being 13 because now im 17 and,1
731,731,"Nobody understands, I don't even understand most of the time..... ",1
736,736,"My brain caught a bug, Or maybe it was my heart, Darkness gives a fucj    ",1
738,738,Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,1
741,741,My Worse Fear About This Whole Thing Has Cane True.???” ,1
746,746,"With all of this unnessary  family drama, I feel like moving far away and starting over again. From one thing to another I just feel . Hope I get through this",1
756,756,When you feel like a stranger in your own environment.   pic.twitter.com/w1sj4IlSUa,1
774,774,Lost my job 3 1/2 months ago. Broke my back 2 weeks later.. bank account laughs when I need to pay bills or buy food..    I’ll keep fighting this up hill battle till I can’t but I need a vacation to reboot or find life!,1
778,778,I need an IBF and takers...  ,1
779,779,"Amazing how you can be so fatigued and unmotivated, then a few sweet words of encouragement can mobilize you in minutes to leave the house. Words like ""He didn't deserve you"" or ""You can get better."" Or ""Chinese food buffet."" I'm not proud but that's where I am. ",1
784,784,"Someone has told me, ""You have very pretty eyes and a smile.. but it's hard to ignore the Hurt, sadness & disappointment behind it."" ??",1
785,785,Have u ever felt so  u feel like u have to throw up 24/7 ????,1
787,787,What should i do with my life...so many things that i should do but so many things i dont wanna be doing,1
796,796,Found out the peraon i liked wanted to that someone else #sadness,1
797,797,Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,1
798,798,Today is just Monday and I have one this week before going back to wat I call a nightmare SCHOOL!!  ,1
800,800,"Sleep always makes the pain go away. It might not be for long, but at least it's gone. ",1
801,801,@HOESHIKO I used the wrong fowl sorry I'm a #disappointment please #killme,1
805,805,"I'm having a good day today, might have a terrible one tomorrow, but I just want to remember that at least I had a good day. It's so easy to forget  ",1
807,807,When you’re so unbearably lonely that you want to die.,1
808,808,"Everyone tells me the pain will fade. Maybe I don’t want it to, it’s the only thing that still connects me to you   ",1
815,815,"Despite being physically very unwell this past week, I am mentally feeling very strong right now. Genuinely excited by the opportunity to kick on now and make the most of life. Overcoming  one step at a time.",1
817,817,Laying in bed at 1 pm. Yesterday's therapy session hit me harder than I thought it would. ,1
827,827,I feel like I'm just waiting for the day to be over to get to the next day so I'll be one day closer to my life changing.,1
828,828,If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1
831,831,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE,1
832,832,Life can be so lonely sometimes.,1
833,833,I am so damned sick of the near-zero degree temperatures we've had since Xmas eve. I just want to be warm again...,1
834,834,Well i guess no clockwork for me ????,1
835,835,I need to work on being a stronger person emotionally ,1
838,838,Well it's New Year's Eve now???? tbf I don't wanna celebrate it ever again :'( never EVER happy on NYE ???­ ,1
842,842,"Always here, right? I'd like to see five of my friends post this message (Not share) to show u are always there if someone needs to talk. I think I know who will. ????  kills ????",1
845,845,"God, people victimize me and put me down. Like what did I do to you? Are u jealous or? My whole life man like why fkin me ",1
851,851,"Feeling really down today, guys ?? not posting much but my dms are open if anyone wants to chat.  ",1
859,859,i just need for someone to rub my head tonight ...,1
863,863,Really wish the gym wasnt closed tomorrow ... ,1
865,865,Some days I don't feel like I'm giving my 2 enough ?? I'm not loving them enough hugging them enough telling them how much I love them Enough! And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1
875,875,It always hurts to be the one who cared more ??,1
877,877,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1
882,882,Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  ,1
883,883,Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1
884,884,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...,1
885,885,"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1
888,888,Bout to cry 😭 I just wanna sleep I hate this job 😩,1
904,904,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
908,908,every time i think abt hobi crying i start crying,1
910,910,"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time.",1
913,913,The amount ae fucking spots I have right now honestly makes me wanty cry  ???­???­,1
914,914,Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I'm just gonna pic.twitter.com/5sE2izjGOc,1
915,915,Why can't the voices in my head shut up?!  ,1
917,917,"If  ""ME"" is too light enough to float in the air , this ""ME"" will fall down to the point called suicide.    ",1
921,921,Might as well just sleep  ???¥,1
922,922,They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,1
926,926,Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1
935,935,Tonight ended exactly how I didn't want it to,1
936,936,When you wished you never woke  ,1
940,940,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com/6rUeGHan9B,1
942,942,Not a new thing Am use to it  â€” feeling lonely,1
948,948,Why do you cut your ankle? It's easier to hide and I can't handle people finding out they'll pretend to care and hurt me again,1
949,949,"This morning I have got my anxiety, and it was so fucking sickkkk bro   pic.twitter.com/tOEuxQLIad",1
954,954,I'm starting to lose faith in me getting better..,1
957,957,I don't know why but I'm suddenly very  ????,1
965,965,"Everything seems wrong and I don't know what to do anymore, it's just so hard   ",1
969,969,Wish there was more to my life??‘½   ,1
971,971,Crying so much…I fuck up… he's just reading my messages…,1
974,974,"If all the lights in the world were turned on, I'd still be shrouded in darkness   ",1
975,975,So the guy I like…pretend to liked me*sigh*…hating life a lot… I feel like I'll never be happy again…,1
977,977,"I always hated suicide. But now that I think about it, it seems comforting to try.    ",1
981,981,I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1
983,983,Achieved none of things I'd planned to do over holiday period. Can't get motivated & to be honest don't see the point.,1
988,988,All I want for Christmas is my daughters to come home ?? is that to much,1
993,993,I just want my space and my life ????   ,1
995,995,"Reading poetry on the subway is magical. ??¦„  Oh, did I mention I'm thinking of you... ???‰  pic.twitter.com/6lNdaRZiJb",1
999,999,Loading my pipe and smoking this depression away,1
1002,1002,I see so many people moving forward with their life and doing great things and here I am doing absolutely nothing????????    pic.twitter.com/yiiq7LQqk7,1
1010,1010,"When you have gone through many betrayal and disappointments in your life, you realise that it's better to keep people a few feet away from you.    ",1
1013,1013,Can't wait to be rid of 2014   ,1
1015,1015,"Came home from vaca seeing a run over kitten in front of our house, which died hours later after incurring severe loss of blood. ",1
1016,1016,Bro it deadass suck when you try your best to make one person happy and end up letting everyone down #disappointment,1
1018,1018,I feel I shud not b here   pic.twitter.com/U4K4guKRus,1
1020,1020,"How can someone be happy at xmas, when you can't be with the ones you love?   ",1
1023,1023,I wish I wasn't Here. I can't take this much longer. Feel worthless. Don't know how to change things.That's what  is like,1
1024,1024,"I don't want to be here anymore, and nobody would care if i did go, so why am I still here?   ",1
1025,1025,Headaches suck after crying so much…but he finally texted me????…,1
1032,1032,"The world I was raised in there is no give in take just take,take,take,take,take,take,take,take even when you don't think you have anything left to give the world wants that to. I could go for some positive vibes today. ",1
1040,1040,Bought a lottery ticket again for tonight in the hope I'll win enough to escape Saturday til Monday to clear my head a bit  ,1
1041,1041,Lately - nothing has been going right . ,1
1044,1044,So dat i cn hv mah best lyf ever had n my hand & i dn't wnt 2 see myself a  man n future. So i wish me having... Cntd..,1
1046,1046,It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja,1
1053,1053,Feeling like a worthless piece of trash ????,1
1054,1054,Christmas just ain't what it used to be.,1
1059,1059,"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
1061,1061,"Something I'm trying to do now - but not succeeding. Thinking of totally abandoning all my plans for Kindness Collective, Camerados, Friendly Bench etc and retreating back into my flat and never getting involved with anything again.    pic.twitter.com/OeYiaUa0WG",1
1063,1063,wish things weren't how they are now. This year has had so much heart trauma. Makes my head spin for hours. Ugh I miss you,1
1068,1068,So I’m trying to help myself. To understand my depression. I’m reading a book named The Chimp Paradox. Amazing book but I’ve a lot of therapy to do ?? Brain training. I’ll get happy.,1
1070,1070,"I can't get through this without pain and suffering. And I'll just keep on talking, trying to make my way through every day. I love you Debbie. ",1
1071,1071,"Looking for some beautiful images. Having a really crappy week, and need some support. . Post some great beauty.  Thank you.",1
1077,1077,Ugh my arm still hurts!! I just want this to be over and to get back to my life.   ,1
1084,1084,Ive no one to talk to at this hour.  ,1
1093,1093,"Even if I should decide to enter into a new  with a new guy, who'd want me now? I'm a ,  excuse of a person.",1
1107,1107,"If Danny thinks I'm depressed because I ate 375 calories of maple syrup, then he's probably right   girl coming through",1
1112,1112,Any suggestions for helping recurring ?  pic.twitter.com/wmHXU2rJCs,1
1115,1115,this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck this,1
1116,1116,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1
1128,1128,*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,1
1129,1129," again,  my oldest,  only friend.",1
1133,1133,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.,1
1141,1141,Having a bad day @TescoIrl #nightmare,1
1142,1142,"Hewwo, I'm kinda feeling down. I don't think I'm ever going to be noticed as an artist. I promote and such but I'm not sure what would draw attention to others besides requests. Which is fine but I'm not really making a name for myself. And I hate it.     pic.twitter.com/8yZKCDI8xh",1
1147,1147,"I don't have any new years resolutions, just a prayer that something will take my life this year   ",1
1153,1153,So not in the mood for all this Christmas shit   #,1
1158,1158,Getting ready for night shift tnite!!,1
1159,1159,Wounds and scars look beautiful on my body ...   ,1
1160,1160,You know life sucks when you just want your mom to kick you out just so you don't have to deal with bullshit anymore  ,1
1163,1163,Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE,1
1165,1165,"Not keen on Xmas? Neither am I. Chin up, chest out n remember , beyond the hype , it's just another day. . . ",1
1172,1172,I just want someone to look at me and be proud...I want to feel loved again...,1
1173,1173,First yr not being around my dad on da holidays n it's breaking my heart  I wish he just call me that's all i want 4 Christmas,1
1175,1175,Depression sucks #getHelp  ,1
1176,1176,"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”",1
1181,1181,I don't have any gifs to suit my mood for once  ,1
1183,1183,Can people please stop posting pics with their families. Thanks.,1
1185,1185,WHO THE FUCK WANTS TO be my friend and talk about some random shit? I has the lonelies ????    pic.twitter.com/5fVLFsmCbT,1
1189,1189,"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",1
1190,1190,Trying my best to function as a normal human being. Feeling like a zombie.  ,1
1209,1209,I'm not gonna be his center of attention. His cousin will be. I want ur attention to. Ur cousin is staying till new years ,1
1211,1211,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends",1
1213,1213,"I feel so sad because i can't be happy, and that makes me more unhappy  ",1
1215,1215,"As a writer, it always hurts me to write happy endings when my life doesn't even have anything you can call happy since the beginning.    ",1
1216,1216,Why must my mother marry this man  ,1
1218,1218,Gosh I needed this to lift me up!  was getting me down  pic.twitter.com/aKXO9rDvom,1
1224,1224,Not felling the best right now... Life and anxiety is getting the best of me??,1
1228,1228,I don't know but today is such a bad day. So much is floating around in my head and I don't wanna do anything. Just wanna lay in bed and cry over how useless and worthless I am. I hate my,1
1230,1230,38. I've realised you shouldn't be ashamed to admit you suffer from  and it's best out in the open ,1
1235,1235,"Thought about  more than once over the holidays, all I seem 2 be doin is drink  & stay in bed ",1
1243,1243,I feel so   and a tad  but I'm afraid to call a friend :(,1
